target,outcome,dimension,dimension_label,question,category_order,category,n,positive_count,weight_sum,weighted_positive,weighted_rate,unweighted_rate,chart_eligible
account_mob,Mobile money account,internet_use,Recent internet use,How are financial-access outcomes associated with recent internet use?,2,No / don't know / refused,423,188,508.8520274287089,201.87635810441063,0.39672900415571966,0.4444444444444444,True
account_fin,Financial institution account,phone_ownership,Mobile phone ownership,How are outcomes associated with mobile phone ownership?,1,Yes,933,491,905.8753312723943,410.38923651271216,0.4530305907947384,0.5262593783494105,True
account_fin,Financial institution account,phone_ownership,Mobile phone ownership,How are outcomes associated with mobile phone ownership?,2,No,117,45,144.88149393032973,42.722977538930444,0.2948822267078152,0.38461538461538464,True
account_fin,Financial institution account,phone_ownership,Mobile phone ownership,How are outcomes associated with mobile phone ownership?,3,Nonresponse,1,1,0.243174792452727,0.243174792452727,1.0,1.0,False
account_mob,Mobile money account,phone_ownership,Mobile phone ownership,How are outcomes associated with mobile phone ownership?,1,Yes,933,578,905.8753312723943,500.24469786780736,0.5522224533536669,0.6195069667738478,True
account_mob,Mobile money account,phone_ownership,Mobile phone ownership,How are outcomes associated with mobile phone ownership?,2,No,117,33,144.88149393032973,29.532005632886282,0.2038355957806976,0.28205128205128205,True
account_mob,Mobile money account,phone_ownership,Mobile phone ownership,How are outcomes associated with mobile phone ownership?,3,Nonresponse,1,0,0.243174792452727,0.0,0.0,0.0,False
account_fin,Financial institution account,phone_type,Phone type,How do outcomes vary by the respondent's available phone type?,1,A smartphone,582,335,515.0353834469923,247.12065513649475,0.47981296640744003,0.5756013745704467,True
account_fin,Financial institution account,phone_type,Phone type,How do outcomes vary by the respondent's available phone type?,2,A basic text phone,342,149,381.1445081234025,158.20611921987543,0.41508172319946773,0.43567251461988304,True
account_fin,Financial institution account,phone_type,Phone type,How do outcomes vary by the respondent's available phone type?,3,Not applicable / skipped,118,46,145.12466872278247,42.96615233138317,0.29606374098573984,0.3898305084745763,True
account_fin,Financial institution account,phone_type,Phone type,How do outcomes vary by the respondent's available phone type?,4,Nonresponse,9,7,9.695439701999572,5.0624621563419225,0.5221487948914632,0.7777777777777778,False
account_mob,Mobile money account,phone_type,Phone type,How do outcomes vary by the respondent's available phone type?,1,A smartphone,582,384,515.0353834469923,301.6770065176795,0.5857403514660235,0.6597938144329897,True
account_mob,Mobile money account,phone_type,Phone type,How do outcomes vary by the respondent's available phone type?,2,A basic text phone,342,188,381.1445081234025,193.02565727336548,0.5064369370655339,0.5497076023391813,True
account_mob,Mobile money account,phone_type,Phone type,How do outcomes vary by the respondent's available phone type?,3,Not applicable / skipped,118,33,145.12466872278247,29.532005632886282,0.2034940433820965,0.2796610169491525,True
account_mob,Mobile money account,phone_type,Phone type,How do outcomes vary by the respondent's available phone type?,4,Nonresponse,9,6,9.695439701999572,5.542034076762375,0.5716124535970654,0.6666666666666666,False
